,(90% Positive Rating),Alternative EANs,Brand,Condition,EAN-13,EAN-8,Expirable,Fragrance Family,Fragrance Line,Fragrance Notes,Fragrance Type,GTIN-14,Item EAN,Perfume Name ,Product name,Product rating,Seller Note,Size,Sold by,Targeted Group,Type,UPC-A,UPC-E,original,product review,quantity,recommends,save,sell price,users rating,ÙƒÙ„ Ù…Ù†ØªØ¬Ø§ØªÙ†Ø§ Ø§ØµÙ„ÙŠÙ‡ Ù¡Ù Ù % Ù‚Ù… Ø¨Ø²ÙŠØ§Ø±Ø© Ù…ØªØ¬Ø±Ù†Ø§ Ø¨Ø¸ØºØ· Ø¹Ù„Ù‰ Ø§Ø³Ù… Ø§Ù„Ù…ØªØ¬Ø± ÙˆØ§Ø¶Ø§Ù�Ø© Ø§Ù„Ù…Ù†ØªØ¬Ø§Øª Ù…Ù†Ù‡ Ø³ÙˆÙ� ØªØµÙ„Ùƒ Ù�ÙŠ Ø´Ø­Ù†Ù‡ ÙˆØ§Ø­Ø¯Ù‡
53,,2724267429753.0,Burberry,New,3386460035620.0,,,Chypre Fruity,,,Eau de Toilette,,2724296594316,Body,"Body by Burberry for Women - Eau de Toilette, 60ml",4.2 out of 5,,60ml,King-Perfume,Women,,746480000177,,263.00,40,"['60ml', '80ml', '85ml', '35ml']",91.2,118.04,144.96,99.0,
54,,2724259642030.0,Calvin Klein,New,31655644851.0,,,Woody & Musky,,"Top Notes: Rosemary, Mandarin Orange, Violet Leaf, Bergamot
Middle Notes: Nutmeg, Mint, Bay Leaf, Incense
Base Notes: Cypress, Sandalwood, Amber, MuskTop Notes: Rosemary, Mandarin Orange, Violet Leaf, Bergamot
Middle Notes: Nutmeg, Mint, Bay Leaf, Incense
Base Notes: Cypress, Sandalwood, Amber, Musk, Guaiac WoodÂ Read more",Eau de Toilette,,2724265907192,Man,"Man by Calvin Klein for Men - Eau de Toilette, 100ml",4.4 out of 5,,100ml,WARDAT45,Men,,031655644851,,294.00,49,"['100ml', '50ml']",95.5,188.3,105.70,174.0,
55,,2724289260525.0,Burberry,New,5045410636420.0,,,Leather,,"Top Notes: Basil, Verbena, Cardamom, Juniper Berrie
Middle Notes: Leather, Patchouli, Styrax
Base Notes: Cedar, Incense, Tonka Bean",Eau de Toilette,50454106364370.0,2724288704259,Brit Rhythm,"Brit Rhythm by Burberry for Men - Eau de Toilette, 50ml",4.2 out of 5,,50ml,souq-shop,Men,,,,399.00,11,"['90ml', '50ml']",100,249.02,149.98,96.0,
56,,2724289114798.0,Hugo Boss,New,,,,Aromatic,,,Eau de Toilette,,2724276908201,,"Hugo Boss for Men - Eau de Toilette, 75ml",4.3 out of 5,,75ml,AMLAQ,Men,,737052664026,,167.00,30,"['75ml', '125ml', '100ml', '150ml', '200ml']",87.5,28.34,138.66,91.0,
57,,2724265829678.0,Gucci,New,766124033507.0,,,Woody & Musky,,"Top Notes: African Freesia Petals, Peach, Californian Gardenia
Middle Notes: Coriander, Damask Rose, Jasmine
Base Notes: Natural Vanilla, Patchouli, VTop Notes: African Freesia Petals, Peach, Californian Gardenia
Middle Notes: Coriander, Damask Rose, Jasmine
Base Notes: Natural Vanilla, Patchouli, VetiverÂ Read more",Eau de Toilette,,2724294086332,Gucci Rush,"Gucci Rush by Gucci for Women - Eau de Toilette, 75ml",4.5 out of 5,,75ml,WARDAT45,Women,,766124033507,,477.75,79,"['75ml', '30ml', '50ml']",93.9,232.82,244.93,245.0,
58,,2724266903735.0,Hugo Boss,New,,,,Aromatic Fougere,,"Top Notes: Artemisia, Green Apple, Juniper, Basil, Grapefruit Caraway, Bergamot, Lemon
Middle Notes: Honey, Lavender, Orris Root, Jasmine, Sage Lily-oTop Notes: Artemisia, Green Apple, Juniper, Basil, Grapefruit Caraway, Bergamot, Lemon
Middle Notes: Honey, Lavender, Orris Root, Jasmine, Sage Lily-of-the-Valley, Rose, Geranium
Base Notes: Sandalwood, Amber, Patchouli, Cinnamon, Musk Oakmoss, Cedar, TobÂ Read more",Eau de Toilette,,2724277036088,,"Number One by Hugo Boss for Men - Eau de Toilette, 125ml",3.9 out of 5,,125ml,TJON-PERFUMES,Men,,,,not present,20,"['125ml', '50ml']",92.9,-147.99,147.99,77.0,
59,,2724265817446.0,Bvlgari,New,783320402593.0,,,Floral,,"Top Notes: Carnation, Violet, Coriander, Raspberry, Peach Bergamot, Orange Blossom, Sichuan Pepper
Middle Notes: Orris Root, Iris, Heliotrope, Lily-ofTop Notes: Carnation, Violet, Coriander, Raspberry, Peach Bergamot, Orange Blossom, Sichuan Pepper
Middle Notes: Orris Root, Iris, Heliotrope, Lily-of-the-Valley, Bulgarian Rose, Egyptian Jasmine
Base Notes: Amber, Sandalwood, Musk, Benzoin, Vanilla, GreeÂ Read more",Eau de Parfum,,2724266632574,Bvlgari Pour Femme,"Bvlgari Pour Femme by Bvlgari for Women - Eau de Parfum, 100ml",4.3 out of 5,,100ml,WARDAT45,Women,,783320402593,,672.00,136,"['100ml', '50ml']",96.5,423.13,248.87,576.0,
60,,,Other,New,6258588583697.0,,,,,,Eau de Parfum,,2724304468363,,"Mukhallat Asloobi Perfume for Men, Eau de Parfum 100ml",3.9 out of 5,,100ml,souq-shop,Men,,,,126.00,38,['100ml'],85.7,78.52,47.48,125.0,
61,,,Carolina Herrera,New,,,,Floral & Fruity,,,Eau de Toilette,,2724442821716,212,"212 NYC by Carolina Herrera for Men - Eau de Toilette, 50ml",5 out of 5,,50ml,SPIGEN-SA,Men,,,,not present,not present,['50ml'],,-188.99,188.99,,
62,,,Bentley,New,7640111497547.0,,,Floral & Fruity,,,Eau de Parfum,,2724291047121,Intense,"Intense By Bentley for Men - Eau de Parfum, 100ml",4 out of 5,,100ml,WARDAT45,Men,,7640111497547,,294.00,"1,085",['100ml'],85.7,185.0,109.00,3604.0,
63,,2724265892856.0,Christian Dior,New,3348901206174.0,,,Floral & Fruity,,"Grapefruit, Black Currant , Cereus  Bulgarian Rose, Vanilla, Sandalwood and Tonka Bean",Eau de Toilette,,2724276619633,Dior Addict,"Dior Addict by Christian Dior for Women - Eau De Toilette, 100 ml",4.2 out of 5,,100ml,souq-shop,Women,,,,699.00,29,['100ml'],100,170.01,528.99,151.0,
64,,,Lattafa,New,6291106060676.0,,,,,,Eau De Parfum,,2724332389258,Mashaer Hob,"Mashaer Hob Perfume by Lattafa for Unisex , 100ml, Eau de Parfum",2.2 out of 5,,100ml,souq-shop,Unisex,,,,116.00,1,['100ml'],,73.01,42.99,6.0,
65,,,Cartier,New,3432240008459.0,,,Floral & Fruity,,,Eau de Parfum,,2724287209519,Le Baiser Du Dragon,"Le Baiser Du Dragon by CartierÂ for Women - Eau de Parfum, 100ml",4.5 out of 5,,100ml,King-Perfume,Women,,,,679.00,68,['100ml'],100,451.5,227.50,272.0,
66,,2724283613693.0,Al Rasasi,New,,,,Floral & Fruity,,,Eau de Parfum,,2724289947549,Al Wisam Day,"Al Wisam Day by Rasasi for Men - Eau de Parfum, 100ml",4.2 out of 5,,100ml,Boutique.perfect,Men,,614514170021,,252.00,110,['100ml'],93.9,145.0,107.00,380.0,
67,,,Armaf,New,6085010041063.0,,,Floral Woody Musk,,,Eau de Parfum,,2724301416671,,"Italiano Vivo by Armaf for Women - Eau de Parfum, 100ml",5 out of 5,,100ml,souq-shop,Women,,,,103.95,not present,['100ml'],,38.46,65.49,,
68,,,Bvlgari,,,,,Woody & Musky,,,Eau de Toilette,,2724455295733,Extreme,not present,4.4 out of 5,,100ml,,Men,,783320833649,,378.00,6,['100ml'],100,202.0,176.00,25.0,
69,,2724270339421.0,Calvin Klein,New,,,,Floral & Fruity,,"Top Notes: Pineapple, Green Notes, Mandarin Orange, Papaya, Bergamot Cardamom, Lemon
Middle Notes: Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-VaTop Notes: Pineapple, Green Notes, Mandarin Orange, Papaya, Bergamot Cardamom, Lemon
Middle Notes: Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley Rose
Base Notes: Sandalwood, Amber, Musk, Cedar, Oak mossÂ Read more",Eau de Toilette,,2724279015760,CK One,"CK One by Calvin Klein for Men - Eau de Toilette, 200ml",4.3 out of 5,,200ml,WARDAT45,Men,,3607343811798,,156.45,234,"['200ml', '100ml']",94.6,46.46,109.99,807.0,
70,,,Roberto Cavalli,New,3607345730738.0,,,Floral,,"tangerine, red apple, bergamot with a touch of magnolia, may rose, freesia, wild orchid, Diastella, precious woods with musky undertones",Eau de Parfum,,2724272267326,Roberto Cavalli,"Roberto Cavalli For Women - Eau de Parfum, 75ml",4.4 out of 5,,75ml,souq-shop,Women,,3607345730738,,525.00,861,['75ml'],95,401.15,123.85,3608.0,
71,,,Gianfranco Ferre,New,8011530040031.0,,,Chypre Floral,,"Top Notes: Bergamot, Magnolia, Peony
Middle Notes: iris, Violet, Jasmine
Base Notes: Patchouli, Siam Benzoin, Musk",Eau De Parfum,,2724338596490,Camicia 113,"Camicia 113 by Gianfranco Ferre for Woman - Eau de Parfum, 100 ml",3.5 out of 5,,100 ml,souq-shop,Women,,8011530040055,,not present,not present,"['100', 'ml']",,-86.49,86.49,2.0,
72,,,Burberry,New,5045456747685.0,,,Floral & Fruity,,"Top Notes: Grapefruit, Cardamom, Tarragon, Mint
Middle Notes: Birch Leaf, Nutmeg, Cedar, Lavender
Base Notes: Sandalwood, Guaiac Wood, Vetiver, Amber Top Notes: Grapefruit, Cardamom, Tarragon, Mint
Middle Notes: Birch Leaf, Nutmeg, Cedar, Lavender
Base Notes: Sandalwood, Guaiac Wood, Vetiver, Amber wood, Benzoin Oak mossÂ Read more",Eau de Toilette,,2724326904726,Mr. Burberry,"Mr. Burberry by Burberry for Men - Eau de Toilette, 100ml",4.3 out of 5,,100ml,AMLAQ,Men,,,,398.00,61,"['100ml', '50ml']",87,228.19,169.81,341.0,
73,,,Bentley,New,,,,,,,Eau de Parfum,,2724291618260,,"Bentley Intense For Men -Eau De Parfum, 100 ml-",4 out of 5,,100ml,Gardenia-Paris,Men,,,,367.50,81,['100ml'],89.7,259.5,108.00,231.0,
74,,,Jimmy Choo,New,,,,Aromatic Fruity,,"Fragrance Notes: Pink Pepper, Pineapple Leaf, Melon, Lavender, Suede, Patchouli",Eau de Toilette,33864600641180.0,2724295865882,Jimmy Choo Man,"Jimmy Choo Man by Jimmy Choo for Men - Eau de Toilette, 100ml",4.3 out of 5,Ù…Ù†ØªØ¬Ø§Øª Ø£ØµÙ„ÙŠØ© All products are original 100% Ù‚Ù… Ø¨Ø²ÙŠØ§Ø±Ø© Ù…ØªØ¬Ø±Ù†Ø§ AMLAQ ÙˆØ§Ø¶ØºØ· Ø¹Ù„Ù‰ Ø§Ø³Ù… Ø§Ù„Ù…ØªØ¬Ø± ÙˆØ¥Ø¶Ø§Ù�Ø© Ø§Ù„Ù…Ù†ØªØ¬Ø§Øª Ù…Ù†Ù‡ ÙˆØ³ÙˆÙ� ØªØµÙ„Ùƒ Ù�ÙŠ Ø´Ø­Ù†Ù‡ ÙˆØ§Ø­Ø¯Ù‡,100ml,AMLAQ,Men,,,,314.00,7,['100ml'],100,161.51,152.49,15.0,
75,,2724266594247.0,Narciso Rodriguez,New,3423470890020.0,,,Floral Woody Musk,,"Top Notes: Osmanthus, African Orange flower, Bergamot
Middle Notes: Musk, Amber
Base Notes: Vetiver, Vanille, Patchouli",Eau de Toilette,,2724266594247,Narciso Rodriguez,"Narciso Rodriguez by Narciso Rodriguez for Women - Eau de Toilette, 100ml",4.5 out of 5,,100ml,AMLAQ,Women,,,,557.00,50,['100ml'],97.1,281.67,275.33,266.0,
76,,, Alina Corel ,New,3388714255204.0,,,Woody & Spicy,,,Eau de Parfum,,2724455130560,Anti Blanc perfume ,"Anti Blanc perfume by Alina Corel for Men , 100ml , Eau de Parfum -11242",3.9 out of 5,,100ml,souq-shop,Men,,,,94.50,2,['100ml'],50,63.01,31.49,11.0,
77,,2724299015061.0,Gucci,New,7370528244200.0,,,Oriental Woody,,"Top Notes: Pear, Saffron, Raspberry
Middle Notes: Bulgarian Rose, Orange Blossom
Base Notes: Agarwood (Oud), Patchouli, Amber, Musk",Eau de Parfum,,2724290508555,Gucci Oud,"Oud by Gucci for Unisex - Eau de Parfum, 50ml",4.1 out of 5,,50ml,AMLAQ,Unisex,,737052824420,,326.00,145,"['75ml', '50ml']",91.4,136.39,189.61,373.0,
78,,2724267427735.0,Hugo Boss,New,,,,Floral & Fruity,,"Top Notes: Black Currant, Freesia, Tangerine
Middle Notes: Lily, Jasmine, Bulgarian Rose
Base Notes: Apricot, Amber, Lemon Tree",Eau de Parfum,,2724294086592,Boss Femme,"Boss Femme by Hugo Boss for Women - Eau de Parfum, 75ml",4.5 out of 5,,75ml,AMLAQ,Women,,737052041353,,394.00,106,"['75ml', '45ml', '50ml']",95.6,255.57,138.43,406.0,
79,,,Montale,,,,,Floral & Fruity,,,Eau de Parfum,,2724551651822,Intense Rose Musk,not present,5 out of 5,,100ml,,Women,,M0060105,M0060105,not present,2,['100ml'],,-275.0,275.00,3.0,
80,,,Julia Robenson,New,3310201165031.0,,,Floral & Fruity,,,Eau De Parfum,,2724336533343,Invisible,"Invisible for Man by Julia Robenson, Eau de Parfum, 100mls",3.4 out of 5,,100ml,souq-shop,Men,,,,105.00,13,['100ml'],66.7,81.02,23.98,47.0,
81,,,Alina Corel,New,6229677719273.0,,,Woody & Spicy,,,Eau de Parfum,,2724453439177,Silvester  ,"Alina Corel  Silvester   for ,Men , 100 ml , Eau de Parfum",3.4 out of 5,,100ml,souq-shop,Men,,,,not present,5,['100ml'],,-39.48,39.48,10.0,
82,,,Capital Lady,New,,,,Oriental & Spicy,,,Eau de Toilette,,2724289640969,Capital Lady,Capital Lady Women Eau De Toilette 100ml,2.3 out of 5,,100ml,souq-shop,Women,,,,not present,1,['100ml'],,-27.49,27.49,3.0,
83,,,Mancera,New,3760265190966.0,,,Oriental Vanilla,,,Eau de Parfum,,2724291150807,Roses Vanille,"Roses Vanille by Mancera for Women - Eau de Parfum, 120ml",4.5 out of 5,,120ml,Boutique.perfect,Women,,,,504.00,268,['120ml'],97.1,256.6,247.40,1219.0,
84,,2724276540111.0,Gucci,New,737052714844.0,737052714844.0,,Chypre Floral,,"Top Notes: Bergamot, Bourbon Pepper
Middle Notes: Peony, Rose
Base Notes: Patchouli, Vetiver, Musk",Eau de Parfum,737052714844.0,2724288763676,gucci,"Flora 1966 by Gucci for Women - Eau de Parfum, 100ml",4.5 out of 5,,100ml,WARDAT45,Women,,737052714844,737052714844,929.00,70,"['100ml', '90ml']",96.4,431.06,497.94,254.0,
85,,,Jovan,,,,,Woody & Musky,,"Jasmine, Neroli, Bergamot and Musk",Eau de Cologne,,2724442703890,Musk,not present,4.3 out of 5,,59 ml,,Women,,,,not present,14,"['59', 'ml']",100,-21.95,21.95,62.0,
86,,2724265891880.0,Guess,New,3607340427541.0,,,Floral & Fruity,,,Eau de Toilette,,2724307810879,Guess Seductive Homme,"Guess Seductive Homme by Guess for Men - Eau de Toilette, 100ml",4 out of 5,,100ml,souq-shop,Men,,,,289.00,"1,407",['100ml'],89.3,221.05,67.95,5380.0,
87,,,Cabotine,New,7640111494133.0,,,Fresh & Zesty,,,Eau de Parfum,,2724455298611,De Gres,Cabotine De Gres For Women 100ml - Eau de Parfum,3.9 out of 5,,100ml,SPIGEN-SA,Women,,,,not present,1,['100ml'],,-59.89,59.89,13.0,
88,,2724321700798.0,Bvlgari,New,783320922565.0,783320922565.0,,Floral Aquatic,,"Top Notes: Bamboo, Pear
Middle Notes: Lotus, Cassia, Tea
Base Notes: Musk, Oakmoss, Guaiac Wood",Eau de Toilette,783320922565.0,2724267050247,Bvlgari,"Omnia Crystalline by Bvlgari for Women - Eau de Toilette, 65ml",4.5 out of 5,Ø§Ø¶ØºØ·Ùˆ Ø¹Ù„Ù‰ Ø§Ø³Ù… Ø§Ù„Ù…ØªØ¬Ø± Seoof Ù„Ù„Ù…Ø²ÙŠØ¯ Ù…Ù† Ø§Ù„Ø¹Ø±ÙˆØ¶ Check out Seoof for more offers,65ml,SEOOF,Women,,783320922565,783320922565,315.00,38,"['65ml', '40ml']",100,141.0,174.00,186.0,
89,,2724296059648.0,Bvlgari,New,783320971563.0,,,Ù„ÙŠØ«Ø±,,"Top Notes: Rum, Cardamom, Cinnamon
Middle Notes: Tuberose, Iris, Leather
Base Notes: Benzoin, Tonka Bean, Guaiac Wood, Black Amber",Eau de Parfum,,2724292809353,man in black intense,"Man in Black by Bvlgari for Men - Eau de Parfum, 100ml",4.2 out of 5,,100ml,SEOOF,Men,,783320971563,,281.00,368,"['100ml', '60ml', '150ml', '30ml']",92.6,71.0,210.00,1279.0,
90,,,Gucci,New,8005610481005.0,,,Floral & Fruity,,,Eau de Parfum,,2724466326839,Bloom,"Bloom by Gucci for Women - Eau de Parfum, 100ml",4.2 out of 5,,100ml,AMLAQ,Women,,8005610481005,,not present,32,['100ml'],87.5,-346.91,346.91,129.0,
91,,,Lancome,New,3605533040706.0,,,Oriental,,"Top Notes: Saffron, Cypriol Oil or Nagarmotha, Labdanum, Clary Sage
Middle Notes: Turkish Rose, Bulgarian Rose, Agarwood (Oud)
Base Notes: Agarwood (OTop Notes: Saffron, Cypriol Oil or Nagarmotha, Labdanum, Clary Sage
Middle Notes: Turkish Rose, Bulgarian Rose, Agarwood (Oud)
Base Notes: Agarwood (Oud), Guaiac Wood, Patchouli, Vetiver, Moss, Gurjan balsam, Myrrh, AmyrisÂ Read more",Eau de Parfum,,2724288209693,L'autre Oud Maison,"Maison Lancome Lautre Oud by Lancome Unisex Perfume - Eau de Parfum, 75ml",4.4 out of 5,,75ml,WARDAT45,Unisex,,3605533040706,,525.00,102,['75ml'],85,284.0,241.00,499.0,
92,Seller Note,,Other,New,6423080592984.0,,,,,,Eau de Parfum,,2724298786580,,Khurafi 100ML EDP Perfume for Unixes,3.7 out of 5,,100ml,Gardenia-Paris,Men,,,,125.00,607,['100ml'],83,97.72,27.28,1880.0,All our products are 100% original. Visit our store  by clicking on the name of the store and adding the products fr
93,,,Cerruti,New,688575134490.0,,,Oriental,,,Eau de Toilette,,2724267449089,Cerrruti 1881,"1881 by Cerruti for Women -  Eau de Toilette, 100ml",4.4 out of 5,,100ml,Gardenia-Paris,Women,,688575134490,,235.00,78,['100ml'],97.3,145.52,89.48,321.0,
94,,2724265851730.0,Versace,New,8018365270756.0,,,Floral & Fruity,,,Eau de Toilette,,2724276107987,Red Jeans,"Red Jeans by Versace for Women - Eau de Toilette, 75ml",4.2 out of 5,,75ml,WARDAT45,Women,,,,231.00,196,"['75ml', '70ml']",90.4,135.0,96.00,637.0,
95,,,Roberto Cavalli,New,3607346596210.0,,,Oriental Floral,,"Top Notes: Orchid, Citruses
Middle Notes: Vanilla
Base Notes: Ebony, Woody Notes",Eau de Parfum,,2724291225185,Nero Assoluto,"Nero Assoluto by Roberto Cavalli for Women - Eau de Parfum, 75ml",4.3 out of 5,,75ml,AMLAQ,Women,,,,210.00,293,['75ml'],92.5,91.77,118.23,1134.0,
96,,2724268096855.0,Guess,New,3607341795724.0,,,Floral,,,Eau de Toilette,,2724293172036,Guess Seductive,"Seductive by Guess for Women - Eau de Toilette, 75ml",4.3 out of 5,,75ml,WARDAT45,Women,,,,137.00,746,"['75ml', '100ml']",93.6,65.0,72.00,3030.0,
97,,,Other,New,,,,,,,Eau de Parfum,,2724310627334,,Ø¹Ø·Ø± Ø®Ø§Ù„Øµ Ù…Ø³Ùƒ Ø¹Ø·Ø± Ø´Ø±Ù‚ÙŠ Ù„Ù„Ø±Ø¬Ø§Ù„ ÙˆØ§Ù„Ù†Ø³Ø§Ø¡ 100 Ù…Ù„,4.5 out of 5,,100ml,ALRYHANAKSA,Unisex,,,,not present,11,['100ml'],85.7,-46.0,46.00,30.0,
98,,,Guess,New,3607346255179.0,,,Floral & Fruity,,,Eau de Toilette,,2724325308327,Guess Seductive Homme Blue,"Guess Seductive Homme Blue by Guess for Men - Eau de Toilette, 100ml",4.1 out of 5,,100ml,WARDAT45,Men,,,,188.00,33,['100ml'],73.3,95.01,92.99,214.0,
99,,,Gucci,New,737052925127.0,,,Floral & Fruity,,"Top Notes: Bergamot
Middle Notes: Ylang-Ylang, Casablanca Lily, Orange Blossom
Base Notes: Amber, Sandalwood, Tahitian Vanilla",Eau de Parfum,,2724306429317,Gucci Bamboo,"Gucci Bamboo by Gucci for Women - Eau de Parfum, 75ml",4.4 out of 5,,75ml,King-Perfume,Women,,737052925127,,403.20,120,"['75ml', '50ml']",98.2,204.23,198.97,492.0,
100,,, Coolife,New,3285988249264.0,,,Oriental Fruity,,,Eau de Parfum,,2724563786499,Veva Rose ,"Veva Rose By Coolife for Women , Eau De Parfum, 100Ml",4.2 out of 5,,100ml,souq-shop,Women,,NO,,not present,3,['100ml'],,-35.49,35.49,6.0,
101,,2724266643013.0,Calvin Klein,New,,,,Floral,,"Top Notes: Melon, Raspberry, Litchi, Guava
Middle Notes: Passion Flower, Jasmine, Water Lily, Chinese Pink Peony
Base Notes: Sandalwood, Musk, BraziliTop Notes: Melon, Raspberry, Litchi, Guava
Middle Notes: Passion Flower, Jasmine, Water Lily, Chinese Pink Peony
Base Notes: Sandalwood, Musk, Brazilian Rosewood, Cashmere WoodÂ Read more",Eau de Parfum,,2724267427292,Eternity moment,"Eternity Moment by Calvin Klein for Women - Eau de Parfum, 100ml",4.3 out of 5,,100ml,AMLAQ,Women,,088300139507,,273.00,529,"['100ml', '50ml']",95.8,180.52,92.48,1740.0,
102,,,Other,New,6229677735969.0,,,Oriental,,,Eau de Parfum,,2724591015165,Musk Khususi,"Musk Khususi For Unisex - Eau de Parfum, 100ml",5 out of 5,,100ml,souq-shop,Unisex,,6229677735969,,120.00,1,['100ml'],,64.52,55.48,3.0,
103,,2724289849256.0,Burberry,,5045410636406.0,,,Oriental Floral,,"Top Notes: Peach, Freesia, Wormwood
Middle Notes: iris, Rose, Sandalwood
Base Notes: Cashmeran, Musk, Amber, Vanilla",Eau de Parfum,33864600490230.0,2724296592695,Body Gold Limited Edition,not present,4.4 out of 5,,85ml,,Women,,,,490.00,134,"['85ml', '60ml', '80ml']",94.2,323.53,166.47,437.0,
104,,,Victoria's Secret,New,667528031147.0,,,Floral & Fruity,,,Perfume Mist,,2724280733011,Victoria Secret Secret Charm,"Secret Charm by Victoria's Secret for Women - Perfume Mist , 250ml",4.2 out of 5,,250ml,Boutique.perfect,Women,,667526961408,,95.00,80,['250ml'],89.7,63.1,31.90,346.0,
105,,,Arden,New,85805268848.0,,,Citrus Aromatic,,"Top Notes: Rhubarb, Mint, Orange Peel, Bergamot and Lemon
Middle Notes: Carnation, Musk, Jasmine, Oakmoss and White Amber Fennel
Base Notes: Caraway, Top Notes: Rhubarb, Mint, Orange Peel, Bergamot and Lemon
Middle Notes: Carnation, Musk, Jasmine, Oakmoss and White Amber Fennel
Base Notes: Caraway, Amber, Musk, Green Tea, Jasmine Cloves, Oakmoss and Celery SeedsÂ Read more",Eau de Parfum,,2724268812523,Elizabeth Arden Green Tea,"Green Tea by Elizabeth Arden for Women - Eau de Parfum , 100ml",4.2 out of 5,,100ml,Boutique.perfect,Women,,85805268848,,285.00,39,['100ml'],87.5,233.31,51.69,151.0,
106,,,S.T.Dupont,New,3386461106527.0,3386461106527.0,,Floral & Fruity,,,Eau de Parfum,3386461106527.0,2724267998839,S.T.Dupont,"S.T.Dupont by S.T.Dupont for Women - Eau de Parfum, 100ml",4.5 out of 5,,100ml,AMLAQ,Women,,737052416618,3386461106527,141.00,95,['100ml'],92.9,56.67,84.33,348.0,
107,,,Roberto Cavalli,New,3607347733508.0,,,Floral Woody Musk,,"Top Notes: Citruses, Mandarin Orange, Bergamot
Middle Notes: Jasmine
Base Notes: Pine Tree, Cypress, Laurels",Eau de Parfum,,2724297366998,Paradiso,"Paradiso by Roberto Cavalli for Women - Eau de Parfum, 75ml",4.5 out of 5,,75ml,souq-shop,Women,,,,263.00,168,['75ml'],94.3,118.1,144.90,705.0,
108,,,Dolce & Gabbana,New,,,,Woody & Musky,,,Eau de Parfum,,2724574125539,The One,Dolce & Gabbana The One For Men 100ml - Eau de Parfum,4.4 out of 5,,100ml,Boutique.perfect,Men,,737052945736,,not present,3,['100ml'],100,-273.0,273.00,5.0,
109,,,Marvel,New,663350055481.0,,,Aromatic,,,Eau de Toilette,,2724563369371,Ultimate Spiderman,Marvel Ultimate Spiderman For Boys 100ml - Eau de Toilette,4.5 out of 5,,100ml,souq-shop,Boys,,663350055481,,not present,2,['100ml'],100,-52.49,52.49,4.0,
110,,2724271778984.0,Elizabeth Arden,New,85805156602.0,,,Oriental,,"Bergamot, Peach, Golden Apple, Blackcurrant, Night Blooming Jasmine, Plum Blossom, Peony, Vanilla, Tonka Bean, Musk, Sandalwood and Golden Amber",Eau de Parfum,,2724294084741,5th Avenue NYC,"5th Avenue NYC by Elizabeth Arden for Women - Eau de Parfum, 125ml",4.2 out of 5,,125ml,souq-shop,Women,,85805156602,,not present,99,['125ml'],89.8,-72.48,72.48,337.0,
111,,,Paco Rabanne,New,3349668530045.0,,,Woody Spicy,,"Top Notes: Mandarin Orange, Citruses, Sea Notes, Cardamom
Middle Notes: Rose, Juniper Berries
Base Notes: Patchouli, Leather, Tonka Bean",Eau de Toilette,,2724306585662,1 Million Cologne,"1 Million Cologne by Paco Rabanne for Men - Eau de Toilette, 125ml",4.1 out of 5,,125ml,souq-shop,Men,,,,378.00,30,['125ml'],92.3,108.0,270.00,105.0,
112,,2724259639917.0,Lacoste,New,737052191324.0,,,Floral Fruity,,"Top Notes: Orange, Coriander, Peach, Cardamom, Blood Orange
Middle Notes: Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom
Base Notes: SandalwoTop Notes: Orange, Coriander, Peach, Cardamom, Blood Orange
Middle Notes: Carrot Seeds, Coriander, Jasmine, Violet Leaf, Cardamom
Base Notes: Sandalwood, Musk, VanillaÂ Read more",Eau de Toilette,,2724271181609,Touch of Pink,"Touch of Pink by Lacoste for Women - Eau de Toilette, 90ml",4.3 out of 5,,90ml,King-Perfume,Women,,737052191324,,251.00,70,['90ml'],94.6,122.28,128.72,244.0,
113,,,Sunset Cafe,New,,,,Floral & Fruity,,,Eau de Parfum,,2724299359851,AA,Ø¹Ø·Ø± Ø¨Ø§ÙˆØ¯Ø± Ø¨Ù„Ùˆ Ø§Ø·Ù�Ø§Ù„ 100Ù…Ù„,4.3 out of 5,,100ml,Boutique.perfect,Kids,Baby Cologne,788119005047,,120.00,107,['100ml'],94.3,58.0,62.00,438.0,
114,,2724265672892.0,Jaguar,New,7640111493389.0,,,Oriental,,,Eau de Toilette,,2724283143770,Classic Amber,"Classic Amber by Jaguar for Men - Eau de Toilette, 100ml",3.8 out of 5,,100ml,Gardenia-Paris,Men,,,,157.50,127,['100ml'],88.9,98.65,58.85,511.0,
115,,2724259641323.0,Gucci,New,,,,Woody Chypre,,"Top Notes: Bergamot, Cypress, Violet
Middle Notes: Tobacco, Jasmine
Base Notes: Patchouli, Olibanum, Amber, Elemi resin, Leather",Eau de Toilette,,2724270411868,Gucci Pour Homme,"Gucci Pour Homme by Gucci for Men - Eau de Toilette, 90ml",4.3 out of 5,,90ml,SEOOF,Men,,737052189857,,241.00,33,"['90ml', '50ml']",86.7,68.16,172.84,148.0,
116,,,Lacoste,New,8005610295558.0,,,,,,Eau de Toilette,,2724314331190,,"Eau de Lacoste L.12.12 Pour Elle Sparkling  by Lacoste for Women - Eau de Toilette, 90ml",4.4 out of 5,,90ml,WARDAT45,Women,,730870124437,,300.00,16,['90ml'],87.5,155.0,145.00,76.0,
